frame,timestamp,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility
49,1.633333,0.402518,0.649773,-0.250374,0.998799,0.396087,0.63273,-0.27494,0.998749,0.397492,0.629388,-0.275281,0.998567,0.399154,0.626223,-0.275226,0.998837,0.392914,0.631737,-0.243795,0.999203,0.392021,0.627547,-0.244324,0.99943,0.391119,0.623319,-0.244522,0.999544,0.411002,0.595617,-0.329398,0.99875,0.400657,0.59126,-0.187579,0.999179,0.416473,0.638876,-0.260951,0.997819,0.414764,0.638825,-0.221784,0.998262,0.502943,0.552017,-0.353178,0.998393,0.416201,0.550387,-0.091685,0.99881,0.53913,0.728147,-0.410462,0.960368,0.392231,0.719407,-0.066609,0.427253,0.529911,0.928522,-0.415911,0.971916,0.355546,0.914751,-0.186023,0.855799,0.514517,0.953111,-0.477027,0.971864,0.325177,0.936184,-0.217152,0.879664,0.501035,0.946637,-0.477651,0.970818,0.330479,0.93998,-0.254098,0.884834,0.507217,0.941186,-0.420329,0.951531,0.346131,0.933246,-0.207442,0.872198,0.628157,0.376042,-0.098111,0.998592,0.582044,0.388926,0.097952,0.998881,0.643071,0.632439,-0.075248,0.926178,0.601153,0.633036,0.164345,0.142853,0.685151,0.852558,-0.017526,0.961734,0.656829,0.769097,0.326249,0.22947,0.704693,0.880556,-0.016145,0.971237,0.680124,0.775045,0.343512,0.291908,0.645197,0.935733,-0.114505,0.964541,0.631306,0.847536,0.291919,0.347624
50,1.666667,0.400488,0.651231,-0.249496,0.998731,0.393725,0.633723,-0.275327,0.998656,0.395041,0.630375,-0.27567,0.998478,0.396677,0.627149,-0.275621,0.998767,0.390612,0.632863,-0.243167,0.999137,0.389902,0.628595,-0.2437,0.999385,0.389044,0.62435,-0.2439,0.999507,0.408069,0.596262,-0.334469,0.998667,0.39774,0.592174,-0.188477,0.999113,0.414276,0.640058,-0.261811,0.997732,0.412614,0.640352,-0.221501,0.998196,0.500985,0.551511,-0.358751,0.998333,0.413015,0.552023,-0.090575,0.998814,0.54509,0.725215,-0.414897,0.961003,0.392371,0.722671,-0.064232,0.432276,0.529881,0.924422,-0.416717,0.973112,0.359244,0.915617,-0.176487,0.866384,0.515227,0.951928,-0.47815,0.973198,0.329793,0.938266,-0.204172,0.888751,0.500893,0.946476,-0.478302,0.972301,0.334733,0.941207,-0.243701,0.893754,0.5067,0.940036,-0.421054,0.953679,0.34948,0.93375,-0.198133,0.881689,0.626502,0.376369,-0.097551,0.998544,0.580968,0.389696,0.09738,0.998857,0.648828,0.632505,-0.051246,0.916864,0.612917,0.634621,0.150866,0.134447,0.68688,0.852846,0.018169,0.959966,0.667024,0.789527,0.316935,0.219621,0.706485,0.881198,0.018099,0.970651,0.689403,0.815902,0.323639,0.282229,0.645412,0.936666,-0.075185,0.963207,0.637842,0.879861,0.278263,0.335012
51,1.7,0.399458,0.651243,-0.236996,0.998724,0.393012,0.633795,-0.263272,0.998627,0.394261,0.630479,-0.263605,0.998469,0.395872,0.627283,-0.263545,0.998743,0.390018,0.632965,-0.231331,0.999122,0.389192,0.628788,-0.231853,0.999383,0.388277,0.624668,-0.232039,0.999502,0.406515,0.596435,-0.325549,0.998642,0.396325,0.592568,-0.180376,0.999117,0.412817,0.640058,-0.250488,0.997679,0.411038,0.640363,-0.210452,0.998176,0.499743,0.551382,-0.355461,0.998192,0.410119,0.55208,-0.085868,0.998827,0.550832,0.725986,-0.401119,0.955792,0.39282,0.72232,-0.06054,0.429293,0.528968,0.920362,-0.398351,0.972934,0.36499,0.914348,-0.173233,0.877549,0.515151,0.949166,-0.456431,0.97395,0.337127,0.937746,-0.200345,0.898488,0.500419,0.945632,-0.454843,0.973265,0.342778,0.940574,-0.2401,0.903156,0.505655,0.938118,-0.40127,0.954901,0.357134,0.933204,-0.194697,0.892013,0.625688,0.376636,-0.097555,0.998374,0.578798,0.389809,0.097381,0.998735,0.652488,0.632765,-0.058037,0.905257,0.610533,0.622858,0.215513,0.123483,0.690425,0.852983,-0.030726,0.959787,0.666167,0.73141,0.429645,0.204234,0.708414,0.881439,-0.035238,0.970592,0.687095,0.736555,0.450547,0.265362,0.646957,0.936627,-0.136939,0.963426,0.639565,0.801617,0.416565,0.313263
52,1.733333,0.398385,0.650989,-0.258421,0.998756,0.391469,0.633642,-0.284309,0.998637,0.3926,0.63028,-0.284672,0.998511,0.393974,0.62709,-0.284608,0.998758,0.388498,0.632856,-0.2537,0.999134,0.387463,0.628721,-0.254217,0.999401,0.386355,0.624648,-0.254437,0.99951,0.403422,0.595891,-0.340506,0.998671,0.393325,0.592523,-0.200611,0.999142,0.411502,0.63958,-0.269213,0.997717,0.409438,0.639992,-0.230411,0.998217,0.499145,0.545666,-0.356637,0.998141,0.403779,0.551944,-0.102444,0.998878,0.558051,0.712435,-0.401413,0.938741,0.392979,0.725004,-0.077922,0.412697,0.522814,0.88914,-0.403945,0.970608,0.374011,0.91392,-0.210236,0.887528,0.51566,0.929527,-0.462151,0.973911,0.346308,0.937458,-0.239731,0.907482,0.501353,0.933157,-0.460787,0.973596,0.350874,0.940276,-0.278559,0.911835,0.504987,0.920787,-0.406854,0.954997,0.36488,0.932642,-0.231655,0.901633,0.623367,0.376449,-0.097371,0.998129,0.575267,0.391658,0.097143,0.998553,0.657453,0.632888,-0.083464,0.880254,0.606709,0.61287,0.294045,0.112019,0.696044,0.853566,-0.069409,0.955671,0.659926,0.670668,0.565152,0.186453,0.712155,0.883566,-0.073379,0.96778,0.678303,0.66979,0.593013,0.243961,0.652287,0.936519,-0.171701,0.961249,0.639827,0.72709,0.575484,0.286848
53,1.766667,0.397045,0.650604,-0.25669,0.998665,0.389607,0.632695,-0.28328,0.998489,0.390829,0.629324,-0.283655,0.998411,0.392283,0.626136,-0.283597,0.998644,0.386209,0.632044,-0.252389,0.999047,0.385063,0.628065,-0.252903,0.999361,0.383897,0.624177,-0.25313,0.999467,0.401943,0.59541,-0.342663,0.998584,0.391273,0.592387,-0.201786,0.99909,0.41035,0.639349,-0.268785,0.997587,0.407906,0.639893,-0.229621,0.998129,0.498461,0.54499,-0.357759,0.998053,0.403517,0.551224,-0.104168,0.998911,0.56246,0.709036,-0.401736,0.917231,0.393173,0.72495,-0.08054,0.391242,0.520536,0.871977,-0.404935,0.965274,0.377517,0.912524,-0.213906,0.895286,0.517404,0.918095,-0.46226,0.972025,0.350619,0.937168,-0.24332,0.914952,0.503705,0.922702,-0.461505,0.972177,0.354523,0.939858,-0.281507,0.919111,0.505005,0.908594,-0.40797,0.951987,0.368371,0.931729,-0.23527,0.909663,0.622947,0.376487,-0.096998,0.997932,0.575336,0.391773,0.096709,0.998424,0.657364,0.633502,-0.083228,0.845905,0.606288,0.601792,0.304392,0.101528,0.698537,0.853756,-0.045645,0.947104,0.662295,0.661851,0.559931,0.170356,0.71364,0.885259,-0.047018,0.962444,0.679573,0.659748,0.585677,0.224269,0.656151,0.936493,-0.143004,0.955346,0.648417,0.722234,0.560469,0.262631
54,1.8,0.393486,0.650612,-0.25512,0.998726,0.385483,0.632217,-0.282067,0.99854,0.386914,0.628757,-0.282427,0.99847,0.388608,0.625452,-0.282361,0.998689,0.381734,0.631361,-0.252089,0.999087,0.380678,0.627269,-0.252607,0.999391,0.379679,0.623345,-0.252827,0.999491,0.399293,0.594676,-0.341315,0.998612,0.388128,0.591903,-0.20495,0.999124,0.407281,0.639387,-0.267123,0.997663,0.404748,0.639907,-0.229142,0.998201,0.496139,0.542396,-0.356382,0.998068,0.401865,0.548998,-0.106096,0.998981,0.5597,0.692583,-0.380426,0.885561,0.394557,0.730084,-0.08097,0.371494,0.49973,0.836024,-0.36096,0.953495,0.382754,0.911985,-0.219987,0.902084,0.509036,0.880485,-0.410047,0.965947,0.356164,0.936689,-0.249193,0.921347,0.497708,0.887213,-0.414072,0.966838,0.360461,0.939625,-0.28707,0.925337,0.494676,0.872263,-0.364841,0.942852,0.374034,0.931508,-0.241357,0.916542,0.622124,0.37658,-0.096039,0.997849,0.573059,0.39254,0.095677,0.998406,0.658675,0.633608,-0.04344,0.804053,0.606789,0.60714,0.281592,0.092278,0.704108,0.854217,-0.017453,0.935623,0.652583,0.666865,0.517238,0.155839,0.71851,0.885296,-0.021222,0.95368,0.672953,0.676436,0.541137,0.206451,0.66433,0.936112,-0.113293,0.946741,0.654631,0.745518,0.514086,0.240844
55,1.833333,0.392853,0.651045,-0.257831,0.998661,0.384984,0.632266,-0.284318,0.998407,0.386444,0.628767,-0.284675,0.998347,0.388249,0.625361,-0.284611,0.998568,0.380897,0.631433,-0.255713,0.999025,0.379648,0.627282,-0.256242,0.999357,0.378566,0.623365,-0.256475,0.999463,0.398643,0.594198,-0.339204,0.998453,0.386671,0.591838,-0.208444,0.999067,0.406592,0.639428,-0.267704,0.997457,0.403851,0.64011,-0.231469,0.998093,0.49498,0.541012,-0.346028,0.997959,0.40029,0.548047,-0.11069,0.999022,0.557831,0.691606,-0.372568,0.840389,0.39492,0.73183,-0.086872,0.346791,0.494051,0.830143,-0.366869,0.933654,0.383907,0.911836,-0.230433,0.905848,0.503791,0.875388,-0.417791,0.955483,0.357789,0.936579,-0.261587,0.925933,0.493381,0.881501,-0.422521,0.957709,0.361634,0.939147,-0.297872,0.929951,0.489313,0.86504,-0.371585,0.928157,0.375479,0.930764,-0.25119,0.92151,0.621057,0.37662,-0.091569,0.997748,0.571543,0.393123,0.091112,0.998373,0.658834,0.636372,-0.026734,0.745495,0.608834,0.610013,0.270315,0.083535,0.706796,0.85647,0.017817,0.911438,0.650417,0.672764,0.485971,0.141968,0.722009,0.886188,0.016138,0.93758,0.672785,0.688399,0.507421,0.189039,0.666549,0.936095,-0.07625,0.928677,0.657755,0.764055,0.472555,0.21993
56,1.866667,0.392611,0.65101,-0.241541,0.998747,0.384621,0.63177,-0.268429,0.998495,0.386035,0.628079,-0.268762,0.998441,0.38781,0.624411,-0.268668,0.998639,0.380418,0.630798,-0.240717,0.999086,0.379086,0.626419,-0.241235,0.999401,0.377929,0.622351,-0.241447,0.999498,0.398253,0.592421,-0.323751,0.998522,0.386068,0.59051,-0.197045,0.999127,0.406517,0.639398,-0.251535,0.997568,0.403804,0.640114,-0.216013,0.998198,0.493228,0.541508,-0.326175,0.997969,0.40078,0.545795,-0.100686,0.999088,0.553638,0.691491,-0.356466,0.809249,0.395775,0.732544,-0.078161,0.330192,0.482325,0.821612,-0.34887,0.924129,0.386925,0.910184,-0.22334,0.912532,0.488659,0.863512,-0.39784,0.951669,0.361973,0.936263,-0.255913,0.931863,0.478073,0.862493,-0.403579,0.954532,0.367023,0.937888,-0.292039,0.935638,0.474539,0.849182,-0.353899,0.922784,0.380227,0.929016,-0.244294,0.927856,0.620741,0.376698,-0.091642,0.997743,0.570285,0.393743,0.091181,0.998401,0.658908,0.637002,-0.031804,0.721878,0.599808,0.590139,0.297212,0.076307,0.709065,0.856564,0.012826,0.909204,0.639449,0.67225,0.533774,0.131859,0.724123,0.886198,0.011371,0.935044,0.661362,0.689028,0.557227,0.177187,0.667695,0.93608,-0.082115,0.927324,0.648749,0.763193,0.529676,0.204909
57,1.9,0.39331,0.65097,-0.259103,0.998858,0.385277,0.631716,-0.286309,0.998627,0.386619,0.627729,-0.286653,0.99858,0.388312,0.623528,-0.286579,0.998757,0.38135,0.630825,-0.252774,0.999167,0.380114,0.626436,-0.253269,0.999454,0.379037,0.622332,-0.253452,0.999541,0.398558,0.589224,-0.342906,0.998652,0.387137,0.589731,-0.194929,0.999204,0.407142,0.639056,-0.270375,0.997769,0.404639,0.640063,-0.227347,0.998348,0.490791,0.541666,-0.351933,0.998073,0.401639,0.541948,-0.099094,0.999152,0.527924,0.693427,-0.426154,0.810085,0.397849,0.730736,-0.095728,0.31491,0.441801,0.831278,-0.44282,0.927297,0.392825,0.904032,-0.253272,0.91593,0.435811,0.86694,-0.498285,0.954416,0.366583,0.934282,-0.282065,0.936118,0.426768,0.863691,-0.50098,0.95724,0.372289,0.934742,-0.320338,0.939796,0.428733,0.854933,-0.447912,0.927251,0.385622,0.923196,-0.275729,0.932852,0.621336,0.379247,-0.095127,0.997847,0.571701,0.398202,0.094614,0.998471,0.660808,0.63702,-0.107523,0.735759,0.595928,0.591004,0.334057,0.070737,0.714297,0.857345,-0.098881,0.915709,0.637652,0.683579,0.566695,0.129371,0.728646,0.886268,-0.104269,0.939233,0.66187,0.70047,0.588806,0.175633,0.668613,0.936173,-0.210556,0.932824,0.643756,0.772438,0.561194,0.202422
58,1.933333,0.393348,0.649931,-0.250859,0.998967,0.385164,0.63087,-0.279231,0.998756,0.386541,0.626197,-0.279546,0.998714,0.388133,0.621327,-0.279457,0.998873,0.381393,0.63056,-0.243494,0.999246,0.380303,0.625993,-0.243966,0.999506,0.379353,0.621545,-0.244111,0.999585,0.398089,0.586025,-0.340456,0.998779,0.387405,0.588061,-0.181723,0.99928,0.407108,0.637589,-0.264085,0.997973,0.40489,0.63902,-0.218039,0.9985,0.488331,0.541668,-0.347591,0.998196,0.402136,0.539223,-0.090435,0.999222,0.521124,0.694905,-0.41791,0.812787,0.398983,0.728934,-0.091023,0.309449,0.436862,0.831791,-0.438412,0.931492,0.392548,0.899628,-0.241927,0.922129,0.429901,0.867826,-0.490541,0.957527,0.366946,0.93351,-0.268969,0.941421,0.420562,0.863997,-0.496929,0.960246,0.372338,0.933506,-0.307396,0.944846,0.423011,0.854729,-0.441344,0.932294,0.385271,0.920256,-0.26414,0.938613,0.621702,0.380658,-0.096965,0.997955,0.572644,0.398974,0.096425,0.998546,0.661552,0.63593,-0.124757,0.752737,0.598536,0.581328,0.346735,0.065869,0.71598,0.858181,-0.136342,0.922526,0.633063,0.688978,0.590495,0.127963,0.730975,0.886325,-0.143776,0.943758,0.654876,0.70203,0.614038,0.175674,0.670102,0.936183,-0.247771,0.93846,0.634853,0.777758,0.597535,0.202627
59,1.966667,0.392809,0.649944,-0.255645,0.999042,0.384546,0.630902,-0.282648,0.998845,0.386041,0.626099,-0.282972,0.998806,0.387642,0.620688,-0.282902,0.998952,0.381017,0.631147,-0.248394,0.999302,0.38009,0.626703,-0.248879,0.999542,0.379255,0.62222,-0.249038,0.999614,0.397541,0.584444,-0.339837,0.998868,0.387548,0.588009,-0.183486,0.99933,0.406715,0.637539,-0.267141,0.998094,0.404789,0.639215,-0.22308,0.99859,0.487856,0.542898,-0.349784,0.998196,0.40249,0.53878,-0.091674,0.999227,0.503106,0.71474,-0.429445,0.810146,0.399825,0.730143,-0.095333,0.290941,0.415998,0.836875,-0.454507,0.930204,0.392362,0.893917,-0.246633,0.912088,0.405487,0.873626,-0.511773,0.956808,0.36733,0.930418,-0.273675,0.9371,0.399023,0.870686,-0.513366,0.959685,0.371702,0.932326,-0.313021,0.941286,0.405316,0.86108,-0.459154,0.931427,0.385056,0.918721,-0.269329,0.935661,0.621952,0.384599,-0.096441,0.998067,0.573823,0.399659,0.095897,0.998614,0.663036,0.636308,-0.110767,0.758183,0.59292,0.582166,0.325187,0.060798,0.718448,0.858214,-0.0914,0.925063,0.62961,0.690908,0.560133,0.121915,0.73311,0.886375,-0.098602,0.944723,0.654115,0.706406,0.582493,0.168054,0.672703,0.936225,-0.196093,0.940581,0.629388,0.780137,0.553326,0.194394
60,2.0,0.392444,0.648587,-0.25376,0.999079,0.384128,0.629903,-0.280449,0.998885,0.385652,0.624477,-0.280778,0.998842,0.387231,0.618449,-0.280708,0.998983,0.380619,0.630904,-0.246932,0.999333,0.379717,0.626588,-0.247424,0.999562,0.378866,0.622181,-0.247591,0.999631,0.397127,0.582255,-0.333757,0.998891,0.387285,0.587467,-0.181401,0.999352,0.406374,0.635708,-0.265332,0.998117,0.40463,0.638592,-0.222129,0.998621,0.486089,0.544151,-0.3392,0.998077,0.402777,0.534358,-0.087438,0.999215,0.488792,0.722789,-0.422156,0.801577,0.403164,0.716067,-0.084821,0.276423,0.405907,0.840716,-0.447821,0.927341,0.392414,0.865975,-0.245335,0.904692,0.394191,0.878931,-0.506708,0.954423,0.376549,0.916346,-0.272841,0.932743,0.388843,0.874412,-0.506749,0.957421,0.377614,0.914921,-0.309075,0.937676,0.395823,0.862368,-0.452248,0.9274,0.386187,0.896394,-0.266339,0.931718,0.62249,0.389431,-0.094203,0.998151,0.575958,0.399656,0.093654,0.99867,0.669107,0.638768,-0.070124,0.744044,0.601283,0.585692,0.32092,0.055935,0.722573,0.860228,0.000724,0.920761,0.631687,0.693455,0.567037,0.114235,0.736232,0.886828,0.001924,0.940496,0.655448,0.70775,0.590334,0.158402,0.676565,0.936397,-0.098742,0.937606,0.630829,0.780721,0.55387,0.183663
61,2.033333,0.390337,0.647681,-0.236659,0.999108,0.382715,0.629265,-0.263176,0.99893,0.384385,0.623415,-0.263502,0.998878,0.386071,0.61687,-0.26345,0.999027,0.379303,0.630782,-0.228742,0.999362,0.378486,0.62659,-0.229247,0.999575,0.377671,0.622233,-0.22941,0.999645,0.396027,0.580673,-0.320222,0.998929,0.386704,0.587204,-0.164571,0.999362,0.404985,0.6344,-0.249222,0.998186,0.403327,0.638166,-0.205411,0.998664,0.481267,0.544755,-0.337577,0.998128,0.403369,0.532407,-0.062627,0.99921,0.47447,0.728967,-0.418113,0.80282,0.406546,0.712969,-0.040449,0.257332,0.396649,0.84278,-0.439995,0.92819,0.391745,0.86123,-0.18404,0.88039,0.385407,0.879287,-0.497106,0.95371,0.375246,0.906335,-0.207908,0.915146,0.377312,0.876745,-0.496609,0.956566,0.375958,0.904986,-0.247412,0.921568,0.38458,0.862784,-0.44364,0.925645,0.385157,0.889027,-0.206564,0.914547,0.62365,0.393524,-0.094242,0.998234,0.580598,0.39964,0.093701,0.998729,0.674128,0.639117,-0.030423,0.703827,0.635811,0.586987,0.294822,0.051116,0.724796,0.861461,0.07107,0.895506,0.691363,0.719581,0.471922,0.105027,0.739186,0.889163,0.075569,0.924054,0.687835,0.727154,0.48768,0.146656,0.678309,0.937462,-0.015235,0.917065,0.667332,0.79813,0.433333,0.169749
62,2.066667,0.390327,0.647695,-0.195525,0.999097,0.382086,0.629345,-0.221146,0.998936,0.383421,0.623488,-0.221446,0.998865,0.384831,0.616928,-0.22137,0.99903,0.378962,0.630985,-0.184353,0.999378,0.378171,0.627034,-0.184893,0.999579,0.377397,0.622931,-0.185077,0.999655,0.395025,0.579771,-0.285857,0.998939,0.386637,0.587092,-0.118387,0.999381,0.404967,0.634458,-0.211527,0.998231,0.403409,0.638248,-0.164647,0.9987,0.477867,0.545045,-0.313368,0.998095,0.41091,0.526929,-0.025509,0.999184,0.440727,0.748374,-0.397346,0.808443,0.41766,0.708041,0.008694,0.241673,0.370027,0.865491,-0.435758,0.929484,0.398542,0.856063,-0.113047,0.85198,0.345744,0.898003,-0.491784,0.953088,0.383141,0.893525,-0.13333,0.891386,0.342276,0.892769,-0.493727,0.95557,0.386754,0.896067,-0.174904,0.898797,0.348972,0.883877,-0.44065,0.924009,0.392753,0.885036,-0.135382,0.889317,0.625715,0.393996,-0.094475,0.998337,0.584364,0.397358,0.093957,0.998799,0.674426,0.637959,-0.031582,0.712214,0.63178,0.587814,0.293586,0.048623,0.726597,0.859158,0.079332,0.893769,0.677784,0.717162,0.478572,0.1003,0.743171,0.884552,0.086212,0.922531,0.687543,0.726863,0.49635,0.141123,0.68978,0.937441,0.003568,0.914044,0.662881,0.807807,0.452808,0.163779
63,2.1,0.390117,0.647326,-0.19558,0.999154,0.380872,0.628642,-0.219362,0.999011,0.382126,0.622811,-0.21966,0.998937,0.383615,0.616389,-0.219581,0.999097,0.377762,0.630405,-0.184504,0.999425,0.377023,0.626642,-0.185043,0.999608,0.376363,0.622735,-0.185211,0.999681,0.394108,0.579005,-0.279488,0.999008,0.385962,0.58651,-0.12043,0.999425,0.405097,0.634123,-0.210201,0.998348,0.403423,0.637984,-0.165863,0.998786,0.475737,0.545107,-0.31318,0.998133,0.413512,0.525909,-0.027295,0.999182,0.437013,0.757834,-0.397899,0.814958,0.417923,0.708817,0.006149,0.228673,0.363968,0.876776,-0.44182,0.930177,0.399439,0.859365,-0.103123,0.821486,0.339573,0.908056,-0.500777,0.951645,0.383751,0.892312,-0.120067,0.863801,0.334471,0.902285,-0.496637,0.953705,0.386297,0.897028,-0.161862,0.87201,0.343869,0.892934,-0.44489,0.921251,0.393733,0.886658,-0.125221,0.860545,0.626447,0.393704,-0.095528,0.998436,0.585053,0.397302,0.095043,0.998865,0.674671,0.637002,-0.047296,0.727376,0.62852,0.588031,0.293454,0.046573,0.727996,0.859214,0.067281,0.894514,0.671989,0.716735,0.46642,0.095931,0.744059,0.884576,0.063086,0.922951,0.684801,0.729823,0.483301,0.136433,0.690855,0.937831,-0.04656,0.913522,0.65288,0.834214,0.451693,0.15789
64,2.133333,0.391799,0.647281,-0.192684,0.998958,0.381172,0.628115,-0.215592,0.998838,0.382393,0.622424,-0.215902,0.998655,0.383804,0.616275,-0.21582,0.998927,0.377917,0.630009,-0.180873,0.999364,0.377131,0.626404,-0.181432,0.999544,0.376436,0.62267,-0.181636,0.999652,0.393927,0.579111,-0.272018,0.998762,0.386163,0.586384,-0.113801,0.999354,0.406224,0.634142,-0.206254,0.998147,0.404794,0.637834,-0.162273,0.998648,0.471264,0.545147,-0.301223,0.998011,0.421292,0.525779,-0.023725,0.999121,0.423037,0.757246,-0.382547,0.80803,0.423355,0.703557,0.015743,0.213137,0.354206,0.89085,-0.431416,0.918697,0.409868,0.861299,-0.089853,0.779064,0.334078,0.91941,-0.49072,0.939811,0.402327,0.891402,-0.108629,0.82372,0.33046,0.913951,-0.481663,0.941152,0.403877,0.898211,-0.150733,0.83291,0.339247,0.905748,-0.432577,0.903913,0.406429,0.888365,-0.112096,0.818693,0.626937,0.393287,-0.092962,0.998529,0.585584,0.397303,0.092534,0.998933,0.674951,0.637108,-0.032155,0.710905,0.649208,0.623506,0.216412,0.044003,0.730753,0.85831,0.069431,0.873651,0.70297,0.77467,0.343925,0.089648,0.745833,0.882424,0.073867,0.911922,0.717074,0.792638,0.356114,0.12889,0.694383,0.937783,-0.007726,0.893739,0.683546,0.882504,0.30566,0.148114
65,2.166667,0.392059,0.646979,-0.196979,0.998727,0.381089,0.627062,-0.221167,0.998616,0.382202,0.62151,-0.221479,0.998314,0.383527,0.615636,-0.221392,0.998702,0.378127,0.62901,-0.1865,0.999282,0.377363,0.625536,-0.187062,0.999469,0.376612,0.621972,-0.187275,0.999615,0.393543,0.578577,-0.279888,0.998474,0.386247,0.585318,-0.122151,0.999281,0.406347,0.63389,-0.210882,0.99788,0.405203,0.637162,-0.166972,0.99848,0.464781,0.548015,-0.305736,0.997807,0.423801,0.526851,-0.033422,0.999043,0.421673,0.755477,-0.383062,0.805823,0.422857,0.708966,-0.001464,0.201465,0.355657,0.902428,-0.426321,0.910717,0.418182,0.877676,-0.115806,0.74723,0.335843,0.934182,-0.485328,0.931133,0.408594,0.893973,-0.136246,0.793595,0.331288,0.929378,-0.47588,0.931867,0.409452,0.902033,-0.178173,0.803806,0.340133,0.920293,-0.427229,0.890775,0.411685,0.896655,-0.138189,0.787337,0.627336,0.389473,-0.090801,0.998625,0.585478,0.397303,0.090402,0.999003,0.676765,0.633795,-0.019709,0.714635,0.644204,0.624398,0.224885,0.043592,0.7328,0.855415,0.084053,0.871379,0.696536,0.777438,0.371687,0.087814,0.747045,0.879487,0.09015,0.909773,0.711505,0.78863,0.385953,0.126897,0.69624,0.937738,0.008738,0.889572,0.678465,0.891999,0.338791,0.145228
66,2.2,0.392129,0.646912,-0.171816,0.998701,0.380927,0.626434,-0.197787,0.998605,0.381917,0.621215,-0.198085,0.998266,0.38311,0.615609,-0.197986,0.998675,0.378256,0.627919,-0.160777,0.999292,0.377541,0.624487,-0.161326,0.999472,0.376768,0.620932,-0.161524,0.999623,0.393276,0.578674,-0.267501,0.998434,0.38668,0.584261,-0.099153,0.999297,0.406381,0.63392,-0.190056,0.997868,0.405525,0.636942,-0.143088,0.998483,0.462953,0.552922,-0.303417,0.99771,0.427557,0.527099,-0.012297,0.999003,0.421372,0.758269,-0.378222,0.81157,0.423162,0.709202,0.017607,0.193058,0.360637,0.914689,-0.407913,0.908212,0.422883,0.884203,-0.100578,0.726273,0.338812,0.944512,-0.465862,0.926758,0.411732,0.895035,-0.119788,0.773772,0.333966,0.938876,-0.457828,0.926759,0.413197,0.902722,-0.163393,0.784394,0.343854,0.930466,-0.40891,0.883497,0.414958,0.900356,-0.123721,0.766052,0.62798,0.383751,-0.093224,0.998719,0.585761,0.391382,0.092887,0.999072,0.677653,0.630062,-0.01286,0.730473,0.641652,0.622462,0.228784,0.045163,0.733084,0.850529,0.099703,0.876243,0.692306,0.781359,0.385966,0.088394,0.747582,0.874513,0.10648,0.912121,0.708182,0.790989,0.400991,0.128166,0.696175,0.935956,0.020487,0.891571,0.672793,0.889847,0.351571,0.145754
