frame,timestamp,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility
10,0.3333,0.5018,0.18062,0.01209,0.9556,0.48831,0.1702,0.00974,0.9245,0.48084,0.16696,0.00971,0.9737,0.47726,0.17121,0.01175,0.9673,0.50958,0.1699,0.01023,0.9635,0.51882,0.16585,0.01054,0.9801,0.52327,0.16857,0.00905,0.9537,0.46982,0.17955,0.02084,0.9621,0.52996,0.17899,0.02193,0.9593,0.4911,0.20227,0.01129,0.9724,0.50794,0.20403,0.01102,0.9727,0.43072,0.29975,0.01221,0.952,0.57067,0.30103,0.01177,0.9678,0.42277,0.43025,-0.01683,0.9856,0.5788,0.42992,-0.01964,0.9549,0.43166,0.53919,-0.04042,0.9482,0.56704,0.54007,-0.0432,0.9462,0.42187,0.56102,-0.04404,0.9534,0.57572,0.56128,-0.04277,0.9455,0.41945,0.55767,-0.04642,0.9366,0.5824,0.55719,-0.04533,0.9724,0.43676,0.55337,-0.03876,0.9734,0.56985,0.55643,-0.04059,0.9595,0.45904,0.52139,-0.0006,0.9719,0.54283,0.52112,0.00036,0.9629,0.46094,0.72002,0.00111,0.9587,0.54228,0.7174,0.00051,0.9753,0.46072,0.91926,0.00426,0.9698,0.53949,0.91925,0.0013,0.9351,0.45874,0.93856,0.01844,0.9455,0.53874,0.93876,0.01868,0.9527,0.46145,0.9487,-0.01882,0.9641,0.53829,0.94901,-0.0199,0.9541
11,0.3667,0.50112,0.17936,0.00971,0.9864,0.48825,0.17033,0.0101,0.9425,0.48182,0.17187,0.0095,0.9766,0.47657,0.17001,0.01162,0.9438,0.51229,0.16852,0.01007,0.9618,0.51634,0.1668,0.00983,0.9517,0.52367,0.17135,0.00827,0.9763,0.46926,0.18027,0.0219,0.9551,0.52785,0.17933,0.02124,0.9532,0.49041,0.20203,0.01062,0.9268,0.5077,0.20579,0.00999,0.9564,0.43002,0.29827,0.00692,0.9511,0.57344,0.29697,0.01348,0.9796,0.41973,0.43136,-0.02407,0.9503,0.57958,0.43144,-0.01997,0.956,0.42938,0.54085,-0.03925,0.9716,0.57051,0.5383,-0.04212,0.9639,0.42245,0.55914,-0.04635,0.9751,0.57825,0.56012,-0.04582,0.984,0.4158,0.55453,-0.04525,0.9728,0.58235,0.55445,-0.04576,0.9512,0.43299,0.55313,-0.04257,0.9523,0.56717,0.5546,-0.03995,0.9576,0.45819,0.5186,-0.00208,0.9583,0.53936,0.52116,-0.00061,0.9643,0.45916,0.72018,0.001,0.9258,0.53952,0.72266,-0.00046,0.9584,0.4605,0.92007,0.00334,0.9594,0.53951,0.92013,0.00403,0.9566,0.45825,0.94134,0.02008,0.9543,0.54208,0.94005,0.01813,0.984,0.45808,0.95015,-0.01869,0.9719,0.54159,0.95108,-0.02098,0.9346
12,0.4,0.49891,0.17748,0.01115,0.9614,0.48803,0.17175,0.01287,0.9624,0.48059,0.16634,0.01187,0.9517,0.47613,0.16771,0.01106,0.9722,0.51211,0.1711,0.00913,0.9822,0.51685,0.16676,0.01149,0.9626,0.5253,0.16764,0.00855,0.9763,0.46814,0.18027,0.02088,0.9825,0.5296,0.18078,0.01869,0.9598,0.489,0.20206,0.01082,0.9497,0.5102,0.20796,0.00945,0.9406,0.42875,0.3009,0.00909,0.9495,0.56868,0.3016,0.00962,0.9646,0.41962,0.42699,-0.01828,0.9366,0.58066,0.43071,-0.01956,0.9498,0.42956,0.53973,-0.04251,0.9452,0.57067,0.54093,-0.04133,0.991,0.42302,0.56091,-0.04362,0.9585,0.57668,0.56184,-0.04593,0.9802,0.41776,0.55768,-0.04429,0.9758,0.58191,0.55439,-0.045,0.9752,0.43252,0.5566,-0.03957,0.9685,0.56618,0.55346,-0.04384,0.9192,0.46292,0.52179,-0.0016,0.9451,0.53896,0.51695,-0.00299,0.9503,0.46064,0.72229,-0.00286,0.9795,0.53778,0.71893,0.00192,0.9446,0.46027,0.91778,0.00589,0.9784,0.53876,0.92072,0.00444,0.9634,0.46175,0.94105,0.02095,0.9407,0.5445,0.93972,0.01882,0.9752,0.46023,0.95016,-0.01729,0.938,0.54098,0.95205,-0.01886,0.9306
13,0.4333,0.50064,0.18016,0.01281,0.9602,0.48676,0.17117,0.00621,0.9671,0.48068,0.16755,0.0101,0.98,0.47897,0.16922,0.01079,0.9341,0.51313,0.16861,0.01107,0.9372,0.51675,0.16883,0.00965,0.9481,0.524,0.17004,0.00969,0.9621,0.47221,0.18017,0.02283,0.9574,0.5289,0.18085,0.01839,0.9562,0.48948,0.20552,0.01024,0.9371,0.51109,0.2036,0.01114,0.9736,0.43017,0.30272,0.01127,0.9423,0.57013,0.29962,0.00781,0.9498,0.41679,0.43141,-0.01986,0.9781,0.58075,0.43057,-0.02208,0.9753,0.42978,0.54171,-0.039,0.9584,0.57237,0.53912,-0.04145,0.9433,0.42093,0.56057,-0.04358,0.9715,0.57657,0.56064,-0.04549,0.9228,0.41496,0.55515,-0.04522,0.9487,0.58426,0.55461,-0.04761,0.9316,0.43469,0.55639,-0.04141,0.95,0.56316,0.5535,-0.04012,0.9582,0.4572,0.52186,0.00023,0.9759,0.54332,0.51799,-0.00244,0.9621,0.45878,0.72059,-0.00013,0.9434,0.53862,0.72082,0.00221,0.9808,0.46172,0.91934,0.00522,0.9702,0.54012,0.91802,0.00431,0.9606,0.46044,0.93742,0.01985,0.9776,0.54068,0.94046,0.02225,0.9565,0.45973,0.95253,-0.02073,0.9441,0.5445,0.95125,-0.02294,0.9388
14,0.4667,0.5008,0.17918,0.00893,0.976,0.4866,0.16897,0.0118,0.9463,0.48492,0.16801,0.01187,0.9531,0.47432,0.17058,0.00957,0.9465,0.51417,0.16851,0.0104,0.9601,0.51946,0.16754,0.00881,0.9477,0.5236,0.17209,0.0078,0.9486,0.47256,0.17867,0.01742,0.9818,0.53207,0.18241,0.01929,0.969,0.49003,0.20492,0.00964,0.9766,0.50894,0.20454,0.00936,0.9613,0.42993,0.29873,0.00887,0.9462,0.57159,0.30133,0.0116,0.9516,0.41995,0.42978,-0.02053,0.9629,0.57836,0.42964,-0.01873,0.9403,0.42868,0.53777,-0.03861,0.9471,0.56936,0.54028,-0.03911,0.9516,0.42182,0.56017,-0.04626,0.9588,0.57969,0.56068,-0.045,0.9531,0.41827,0.5535,-0.04446,0.9705,0.58188,0.55263,-0.04736,0.9519,0.43492,0.55487,-0.04169,0.9684,0.56379,0.55393,-0.03833,0.9566,0.45761,0.52092,-0.0027,0.9752,0.54126,0.51931,-0.00087,0.9838,0.4596,0.71985,-0.00044,0.9442,0.54266,0.72204,0.00172,0.9545,0.4613,0.91937,0.0065,0.9819,0.53944,0.92111,0.0043,0.948,0.45916,0.93805,0.01866,0.9598,0.53945,0.94026,0.02124,0.9654,0.45955,0.95232,-0.02068,0.9777,0.54094,0.94876,-0.01943,0.9349
15,0.5,0.49949,0.17906,0.01071,0.9658,0.48932,0.17062,0.00789,0.9409,0.4816,0.169,0.00904,0.9415,0.47552,0.17071,0.00987,0.9848,0.51156,0.17077,0.0072,0.9255,0.51807,0.16801,0.01051,0.9647,0.52405,0.17021,0.01053,0.9519,0.47129,0.18275,0.02287,0.9543,0.5301,0.18147,0.01941,0.9597,0.48875,0.20335,0.00865,0.9589,0.507,0.20515,0.01082,0.9368,0.431,0.29935,0.00666,0.959,0.57226,0.30174,0.00696,0.9872,0.42003,0.43193,-0.02193,0.9681,0.58095,0.4328,-0.02036,0.9534,0.43155,0.54238,-0.03643,0.9991,0.56922,0.53979,-0.03718,0.9424,0.42083,0.56269,-0.04252,0.9485,0.58011,0.56155,-0.045,0.9436,0.41944,0.55438,-0.04484,0.9444,0.58131,0.5551,-0.04419,0.9559,0.43537,0.55538,-0.03836,0.9444,0.56801,0.55612,-0.04182,0.9321,0.45971,0.52049,-0.00099,0.98,0.54,0.5202,0.00161,0.9579,0.46154,0.71915,0.00112,0.9517,0.53921,0.71753,1e-05,0.9703,0.46166,0.922,0.0062,0.9574,0.54043,0.92152,0.01037,0.9454,0.45935,0.93922,0.02239,0.9786,0.54141,0.94119,0.02061,0.9763,0.46149,0.95044,-0.01815,0.9399,0.53903,0.94976,-0.01903,0.9602
16,0.5333,0.50047,0.18087,0.00853,0.9412,0.48725,0.17086,0.00999,0.9303,0.48135,0.16817,0.01067,0.9603,0.4803,0.16812,0.01018,0.956,0.51234,0.17274,0.00979,0.9835,0.5191,0.16798,0.01041,0.9594,0.52424,0.16983,0.01028,0.9565,0.47007,0.1798,0.02019,0.9842,0.52942,0.18073,0.02028,0.9529,0.48727,0.20636,0.00904,0.9492,0.50825,0.20664,0.01039,0.9742,0.43054,0.2985,0.01036,0.9726,0.56973,0.30362,0.01152,0.9741,0.42243,0.43082,-0.02024,0.9588,0.58032,0.43037,-0.02269,0.9848,0.4284,0.53851,-0.04168,0.9414,0.5717,0.5423,-0.04124,0.976,0.41991,0.55969,-0.04682,0.9641,0.57766,0.5613,-0.04539,0.9668,0.41573,0.55445,-0.0462,0.9631,0.58365,0.5557,-0.04442,0.9676,0.43449,0.55446,-0.041,0.939,0.56544,0.55586,-0.04036,0.9574,0.46138,0.52233,0.0004,0.9773,0.5403,0.52067,0.00084,0.988,0.46041,0.71939,-0.00126,0.9396,0.5408,0.72234,0.0014,0.9533,0.45921,0.92166,0.00477,0.9523,0.54188,0.91943,0.00295,0.9763,0.46234,0.94115,0.01981,0.9557,0.54024,0.93953,0.02104,0.9814,0.45859,0.94808,-0.01885,0.9732,0.54221,0.95151,-0.01896,0.9611
17,0.5667,0.50077,0.18274,0.01026,0.9276,0.48816,0.17215,0.00913,0.9604,0.48017,0.17077,0.01025,0.9451,0.47746,0.17345,0.01055,0.9719,0.51099,0.17377,0.00879,0.9464,0.51892,0.17309,0.00767,0.9618,0.52321,0.17195,0.01272,0.9489,0.47027,0.18251,0.02012,0.971,0.5278,0.18218,0.01917,0.9278,0.49143,0.20259,0.01094,0.9593,0.50863,0.20909,0.00808,0.9665,0.42988,0.30336,0.01027,0.9854,0.56807,0.30236,0.0078,0.9711,0.42129,0.43181,-0.02046,0.9746,0.57963,0.4309,-0.01869,0.9512,0.43328,0.54146,-0.04315,0.9772,0.57049,0.53792,-0.04355,0.9636,0.42248,0.56114,-0.04713,0.9646,0.57942,0.5593,-0.04386,0.9685,0.41686,0.55789,-0.04671,0.9738,0.58282,0.55752,-0.04575,0.9402,0.43835,0.5583,-0.0406,0.9644,0.56631,0.5569,-0.04102,0.957,0.45833,0.52103,-0.00039,0.9638,0.53934,0.52544,-0.00142,0.923,0.45915,0.72231,-0.00482,0.9596,0.54134,0.72166,-0.00023,0.9485,0.45921,0.92144,0.00423,0.962,0.5378,0.91871,0.00394,0.9562,0.4611,0.94065,0.01798,0.9922,0.5362,0.94146,0.01984,0.9489,0.45902,0.95099,-0.01815,0.9557,0.53966,0.94851,-0.02116,0.9544
18,0.6,0.50263,0.1858,0.00976,0.9538,0.48991,0.17419,0.00725,0.9751,0.48405,0.17425,0.01218,0.9545,0.47593,0.17588,0.01095,0.9698,0.51069,0.17445,0.01005,0.9411,0.51715,0.17149,0.01031,0.9776,0.52525,0.17661,0.00778,0.9405,0.47263,0.18614,0.01999,0.9769,0.52881,0.18724,0.01905,0.9645,0.48961,0.20855,0.00696,0.9792,0.50946,0.20967,0.01203,0.9631,0.42794,0.30754,0.00799,0.9658,0.5687,0.30624,0.00787,0.9555,0.42022,0.4337,-0.02364,0.9636,0.58309,0.43513,-0.02417,0.9854,0.4321,0.54133,-0.04235,0.9432,0.56765,0.54172,-0.04366,0.9627,0.42463,0.56124,-0.04825,0.9423,0.57977,0.56092,-0.05106,0.9627,0.4188,0.55577,-0.04893,0.9795,0.58426,0.55765,-0.04883,0.9546,0.43389,0.5553,-0.04303,0.978,0.56437,0.55433,-0.04611,0.9672,0.45863,0.52843,-0.00066,0.9733,0.54251,0.52819,0.00144,0.9459,0.46006,0.72049,0.00018,0.9619,0.54203,0.72012,-0.00067,0.9659,0.46132,0.91967,0.00533,0.9552,0.53879,0.91777,0.00826,0.9627,0.46096,0.93991,0.01682,0.9634,0.54011,0.94061,0.02199,1.0,0.46057,0.95051,-0.01917,0.9772,0.53777,0.9465,-0.01967,0.9745
19,0.6333,0.49749,0.18587,0.00946,0.9764,0.48811,0.17992,0.00936,0.9439,0.48346,0.17742,0.00803,0.9384,0.47513,0.17924,0.00622,0.9553,0.51152,0.17778,0.01099,0.9647,0.52111,0.17757,0.00836,0.9564,0.52481,0.17955,0.00596,0.9534,0.46855,0.18723,0.02103,0.9703,0.52864,0.18649,0.01959,0.9678,0.49305,0.213,0.00796,0.9388,0.50821,0.21353,0.00872,0.9372,0.42753,0.30773,0.00816,0.9774,0.57252,0.31008,0.00885,0.9549,0.4175,0.43846,-0.02204,0.9529,0.58178,0.43711,-0.02381,0.9706,0.42922,0.5428,-0.04788,0.9356,0.56882,0.54024,-0.04469,0.9658,0.41994,0.56437,-0.05605,0.9667,0.57884,0.56644,-0.05005,0.9774,0.4172,0.55544,-0.05156,0.9751,0.58049,0.559,-0.05115,0.9611,0.43351,0.55983,-0.04778,0.9442,0.56569,0.55837,-0.04555,0.9477,0.46047,0.53004,0.00183,0.9371,0.54241,0.53053,-0.00058,0.954,0.45885,0.71983,-0.00634,0.9637,0.5418,0.71687,-0.00613,0.9594,0.45689,0.91925,0.00545,0.9232,0.53932,0.91941,0.00585,0.9483,0.46112,0.93815,0.02061,0.9423,0.5408,0.93973,0.01975,0.9597,0.45742,0.95111,-0.01848,0.9251,0.53864,0.94973,-0.01774,0.9667
20,0.6667,0.49992,0.19079,0.00545,0.9508,0.48782,0.18247,0.00361,0.9654,0.4825,0.17908,0.00848,0.9945,0.4746,0.18042,0.00733,0.9675,0.51208,0.18415,0.00667,0.9257,0.51855,0.18027,0.00834,0.9588,0.52589,0.18561,0.00876,0.9509,0.47163,0.19108,0.01826,0.973,0.52876,0.19166,0.01706,0.9491,0.48806,0.21659,0.00627,0.994,0.50966,0.21707,0.00776,0.9749,0.42666,0.31322,0.00908,0.9692,0.57022,0.31425,0.00649,0.9577,0.42016,0.43999,-0.02635,0.9579,0.57892,0.43963,-0.02881,0.969,0.42818,0.54601,-0.04864,0.928,0.56752,0.54714,-0.05351,0.976,0.42201,0.56474,-0.05693,0.9651,0.57957,0.56508,-0.0556,0.95,0.41633,0.55896,-0.05575,0.9759,0.58325,0.56101,-0.05695,0.973,0.43532,0.55889,-0.05036,0.9767,0.56647,0.55974,-0.05035,0.9888,0.46158,0.53682,-0.00065,0.9796,0.54315,0.53334,0.00024,0.9511,0.46165,0.71753,-0.00676,0.9382,0.54,0.71719,-0.00622,0.967,0.46046,0.92295,0.00495,0.9611,0.54014,0.9218,0.00797,0.9441,0.45998,0.94178,0.01947,0.9515,0.54001,0.93842,0.0205,0.9677,0.45981,0.94978,-0.01749,0.9705,0.54016,0.94943,-0.01973,0.9362
21,0.7,0.50126,0.19827,0.00916,0.9559,0.48842,0.18579,0.00768,0.9661,0.48246,0.18821,0.00693,0.9852,0.47662,0.18958,0.00826,0.9729,0.51242,0.18714,0.00679,0.9564,0.51993,0.18586,0.00613,0.9621,0.52628,0.1884,0.00742,0.961,0.46967,0.19868,0.01844,0.9548,0.52978,0.19741,0.01698,0.9631,0.49207,0.22377,0.00438,0.9604,0.51013,0.22355,0.00279,0.9373,0.43203,0.31879,0.00639,0.9511,0.57061,0.31824,0.00554,0.9534,0.41882,0.4471,-0.02921,0.9393,0.57926,0.44457,-0.02887,0.9871,0.43361,0.54586,-0.05591,0.9561,0.57058,0.54595,-0.05671,0.9764,0.42194,0.56932,-0.06067,0.9689,0.577,0.56839,-0.06084,0.9696,0.41979,0.55985,-0.06034,0.9575,0.58247,0.56193,-0.05989,0.9641,0.43439,0.56079,-0.05706,0.94,0.56457,0.55914,-0.05485,0.9569,0.46026,0.54413,-0.00186,0.9566,0.53944,0.54325,0.00143,0.9539,0.46084,0.72069,-0.01142,0.9611,0.53919,0.71729,-0.00639,0.9649,0.46157,0.92079,0.00614,0.9509,0.53898,0.92035,0.00614,0.9551,0.4595,0.94015,0.02146,0.9593,0.54075,0.9422,0.02191,0.958,0.4614,0.95002,-0.01938,0.9679,0.54215,0.94974,-0.01996,0.9683
22,0.7333,0.50103,0.20514,0.00454,0.9417,0.48781,0.19394,0.00598,0.969,0.48288,0.19442,0.00519,0.9496,0.47667,0.19266,0.00202,0.9325,0.51164,0.19596,0.00539,0.9806,0.51824,0.19329,0.00379,0.9665,0.52418,0.19648,0.00385,0.9609,0.47252,0.20575,0.017,0.9686,0.52848,0.20514,0.01413,0.9349,0.48848,0.22794,0.00371,0.9571,0.51175,0.22815,0.00571,0.9707,0.43061,0.32486,0.00666,0.9493,0.56911,0.32699,0.00581,0.9627,0.42136,0.44795,-0.035,0.978,0.57895,0.44763,-0.03289,0.9512,0.42985,0.55303,-0.05971,0.9912,0.56764,0.54792,-0.05996,0.9772,0.42303,0.56842,-0.06343,0.9586,0.57771,0.56864,-0.06429,0.9472,0.41643,0.56334,-0.06665,0.9504,0.58239,0.5663,-0.06826,0.9651,0.43578,0.56634,-0.05841,0.9539,0.56596,0.56422,-0.0607,0.9726,0.45986,0.55006,0.0022,0.9827,0.54061,0.55015,0.00117,0.9492,0.45879,0.72103,-0.01396,0.9431,0.53973,0.71888,-0.01661,0.9523,0.45641,0.92059,0.00594,0.9772,0.54195,0.91854,0.00267,0.9613,0.45687,0.93919,0.01965,0.9909,0.54033,0.94312,0.01975,0.9349,0.45986,0.94851,-0.02401,0.953,0.54055,0.9499,-0.01932,0.9611
23,0.7667,0.50032,0.21301,0.00187,0.9783,0.48736,0.20266,0.00326,0.9563,0.48044,0.19921,0.0061,0.9772,0.47529,0.19973,0.0049,0.9552,0.5109,0.20141,0.00476,0.9733,0.51883,0.19705,0.00362,0.9534,0.52302,0.20141,0.00598,0.9787,0.46946,0.21038,0.01452,0.9386,0.53018,0.21192,0.01516,0.9479,0.49116,0.23436,0.00067,0.9549,0.50829,0.23767,0.00219,0.923,0.42899,0.33352,0.00173,0.9794,0.57096,0.32878,0.00387,0.9452,0.41927,0.45347,-0.03662,0.9535,0.577,0.45562,-0.03743,0.9665,0.42973,0.55477,-0.06491,0.9563,0.57018,0.55175,-0.06718,0.9635,0.42018,0.57168,-0.07099,0.9589,0.57993,0.57168,-0.07234,0.9571,0.41814,0.56753,-0.07025,0.9746,0.57975,0.56563,-0.06743,0.9527,0.43127,0.56777,-0.06642,0.96,0.56268,0.56875,-0.06645,0.967,0.46003,0.55672,0.0026,0.9776,0.5374,0.55716,0.00411,0.948,0.45778,0.71882,-0.01643,0.95,0.53907,0.71938,-0.01807,0.9463,0.45815,0.91928,0.00503,0.9533,0.5412,0.91938,0.00563,0.9741,0.46321,0.94061,0.0207,0.9488,0.53835,0.9402,0.02049,0.9417,0.45931,0.95154,-0.02032,0.9658,0.53865,0.95152,-0.01911,0.9545
24,0.8,0.49981,0.21713,-0.00055,0.9721,0.48923,0.20711,0.00458,0.937,0.48438,0.20417,0.00291,0.9514,0.47695,0.20608,0.00154,0.9795,0.51316,0.20578,0.00277,0.9408,0.51719,0.20518,0.0041,0.9746,0.52482,0.20593,0.0023,0.9699,0.47146,0.21953,0.00955,0.9769,0.53121,0.21835,0.01323,0.9538,0.48694,0.24258,0.002,0.9573,0.50932,0.24231,0.00391,0.9744,0.43055,0.33878,-0.00417,0.9347,0.57052,0.34098,0.00199,0.9542,0.42034,0.4574,-0.04228,0.9455,0.58089,0.45723,-0.04094,0.9676,0.43198,0.5544,-0.07355,0.9555,0.56975,0.55294,-0.07318,0.9774,0.42151,0.57628,-0.07804,0.9674,0.57813,0.57371,-0.08257,0.9402,0.41794,0.57043,-0.07635,0.9761,0.58198,0.56857,-0.07863,0.9391,0.43476,0.56869,-0.07328,0.9566,0.56509,0.57252,-0.07323,0.9539,0.45923,0.56587,0.00161,0.9338,0.54138,0.5653,0.00073,0.9743,0.45809,0.71931,-0.02065,0.9608,0.5426,0.72109,-0.02151,0.9565,0.46051,0.91992,0.00231,0.9243,0.53953,0.92336,0.00698,0.9734,0.46018,0.93984,0.02184,0.9474,0.53901,0.9367,0.023,0.9709,0.45991,0.95032,-0.0212,0.9655,0.54082,0.9504,-0.02102,0.9395
25,0.8333,0.50108,0.22374,0.00336,0.9812,0.486,0.216,0.00202,0.94,0.48229,0.21296,0.00241,0.9515,0.47648,0.21537,-0.00026,0.9451,0.51107,0.21537,-0.00092,0.9467,0.51671,0.21141,0.00024,0.9699,0.52539,0.21332,0.00372,0.9666,0.47171,0.22569,0.01109,0.9494,0.5292,0.22498,0.01296,0.9638,0.4901,0.24667,0.00328,0.9453,0.51236,0.25006,0.00155,0.9887,0.42826,0.35016,0.00011,0.9633,0.56871,0.34648,-0.00139,0.9582,0.41767,0.46569,-0.04535,0.9798,0.58033,0.46574,-0.04371,0.9309,0.43062,0.55714,-0.07975,0.9101,0.56923,0.55853,-0.07974,0.9381,0.42002,0.57559,-0.08552,0.9501,0.57752,0.57947,-0.08463,0.9643,0.41547,0.56903,-0.0842,0.9625,0.58252,0.57221,-0.08372,0.9527,0.43272,0.57109,-0.0783,0.9618,0.56691,0.57091,-0.07617,0.9456,0.45779,0.57836,0.00298,0.9872,0.5384,0.57401,-0.00141,0.9602,0.45777,0.72191,-0.02818,0.9341,0.54444,0.7181,-0.02371,0.957,0.4621,0.91992,0.00616,0.9512,0.54052,0.92186,0.00325,0.9841,0.45989,0.93828,0.01972,0.9616,0.54233,0.93989,0.02125,0.9834,0.46004,0.95017,-0.0204,0.9606,0.53633,0.94911,-0.02128,0.9552
26,0.8667,0.50137,0.22958,-0.00222,0.9711,0.48898,0.22083,-0.00075,0.9557,0.48363,0.22045,-0.00297,0.9715,0.47672,0.22167,0.00214,0.9361,0.51068,0.22534,-0.00159,0.982,0.51822,0.21717,0.00284,0.968,0.52445,0.22151,0.00073,0.9604,0.46987,0.23303,0.0117,0.9478,0.52932,0.23362,0.01201,0.9641,0.49069,0.25677,-0.00066,0.9955,0.50818,0.25734,0.00057,0.9682,0.43048,0.35535,-0.00175,0.9479,0.56927,0.35552,-0.00181,0.9641,0.41922,0.46909,-0.04826,0.9689,0.58039,0.46937,-0.05161,1.0,0.43089,0.56036,-0.08326,0.9954,0.57126,0.5601,-0.08608,0.9596,0.42132,0.57953,-0.08982,0.9665,0.57646,0.58162,-0.09079,0.9504,0.41887,0.57428,-0.08936,0.9516,0.58322,0.57807,-0.08918,0.929,0.433,0.57303,-0.08365,0.9553,0.56597,0.57545,-0.08523,0.9373,0.45912,0.5851,0.00167,0.9599,0.54107,0.58539,0.00313,0.9494,0.45681,0.7198,-0.02856,0.9517,0.54198,0.7183,-0.0303,0.9303,0.45882,0.91891,0.00391,0.9322,0.53945,0.91899,0.00402,0.9886,0.45923,0.93992,0.02127,0.9684,0.53927,0.9414,0.02172,0.9516,0.45934,0.95129,-0.01914,0.9421,0.54086,0.94987,-0.01848,0.9442
27,0.9,0.50109,0.23861,0.00144,0.9582,0.48763,0.22942,-0.00186,0.951,0.47995,0.22512,-0.00013,0.9585,0.47633,0.22839,0.00129,0.9456,0.51257,0.22968,-0.00281,0.9792,0.5189,0.22917,-0.00041,0.9785,0.52571,0.23212,-0.00325,0.9461,0.47029,0.24105,0.00761,0.9486,0.52901,0.24239,0.00826,0.9249,0.49139,0.26494,-0.00071,0.9463,0.50882,0.26481,-0.00186,0.9418,0.42923,0.36268,-0.00479,0.9886,0.57009,0.36129,-0.00663,0.936,0.41995,0.47318,-0.0565,0.9651,0.57989,0.4767,-0.05729,0.9652,0.43035,0.5624,-0.09004,0.9725,0.572,0.55859,-0.09458,0.9774,0.41942,0.58506,-0.0991,0.9639,0.5819,0.58311,-0.09617,0.9708,0.41739,0.57771,-0.09587,0.9629,0.57987,0.5805,-0.09565,0.9681,0.43325,0.57773,-0.09091,0.9371,0.56614,0.57622,-0.09358,0.9633,0.45944,0.59442,0.00513,0.9734,0.54026,0.59475,0.0022,0.9561,0.45697,0.7204,-0.03193,0.9612,0.54297,0.71725,-0.03308,0.9581,0.46074,0.92065,0.00443,0.9448,0.54141,0.92014,0.00522,0.9501,0.46048,0.93763,0.02161,0.9595,0.54029,0.94338,0.01929,0.9389,0.4585,0.94737,-0.02128,0.9684,0.54056,0.95276,-0.01882,0.9571
28,0.9333,0.49702,0.24788,-0.00126,0.9489,0.48915,0.23608,-0.00188,0.9507,0.48012,0.23621,-0.00169,0.9598,0.47581,0.23883,-0.00308,0.9527,0.51218,0.23674,-0.00286,0.9799,0.5194,0.2348,-0.0025,0.9277,0.52351,0.23721,-0.00355,0.9791,0.46943,0.24686,0.00518,0.9734,0.52976,0.24825,0.00616,0.9591,0.4907,0.27241,-0.00161,0.9548,0.51129,0.2738,-0.00374,0.9564,0.42919,0.37212,-0.00747,0.9617,0.56796,0.37112,-0.00675,0.9443,0.41678,0.48126,-0.05795,0.977,0.57938,0.48173,-0.05625,0.9733,0.4294,0.56333,-0.09959,0.9707,0.56865,0.56618,-0.09913,0.9616,0.4217,0.58732,-0.10394,0.9561,0.57855,0.58321,-0.10322,0.958,0.41986,0.58341,-0.10176,0.9301,0.58399,0.58028,-0.10327,0.9338,0.43287,0.58125,-0.09758,0.9747,0.56658,0.58409,-0.09683,0.9448,0.45962,0.60647,0.00122,0.9319,0.54121,0.60499,0.00208,0.9727,0.45599,0.71962,-0.04141,0.9594,0.54278,0.72077,-0.0386,0.9735,0.45904,0.92054,0.00451,0.9388,0.53898,0.92117,0.00298,0.9765,0.46158,0.94278,0.02093,0.9554,0.54001,0.94028,0.02203,0.9793,0.45894,0.94737,-0.01852,0.956,0.53919,0.94858,-0.01953,0.9543
